date,region,category,product_name,text,label,sentiment_label
09-09-2025,SG,sofa,EliteRelax Sofa,EliteRelax Sofa - color options.,neutral,
10-09-2025,FR,sofa,EliteRelax Sofa,I excellent the EliteRelax Sofa. Great for my sofa needs.,positive,
04-10-2025,SG,sofa,EliteRelax Sofa,I excellent the EliteRelax Sofa. Great for my sofa needs.,positive,
24-08-2025,DE,sofa,EliteRelax Sofa,I best purchase the EliteRelax Sofa. Great for my sofa needs.,positive,
11-10-2025,IN,sofa,EliteRelax Sofa,I excellent the EliteRelax Sofa. Great for my sofa needs.,positive,
06-08-2025,AE,sofa,EliteRelax Sofa,EliteRelax Sofa - dimensions.,neutral,
27-08-2025,FR,sofa,EliteRelax Sofa,EliteRelax Sofa - received.,neutral,
14-08-2025,CA,sofa,EliteRelax Sofa,I perfect the EliteRelax Sofa. Great for my sofa needs.,positive,
29-09-2025,CA,sofa,EliteRelax Sofa,This EliteRelax Sofa is cheap. Very unhappy.,negative,
05-08-2025,FR,sofa,EliteRelax Sofa,I well-made the EliteRelax Sofa. Great for my sofa needs.,positive,
11-09-2025,DE,sofa,BudgetBuild Sofa,I comfortable the BudgetBuild Sofa. Great for my sofa needs.,positive,
01-09-2025,DE,sofa,BudgetBuild Sofa,This BudgetBuild Sofa is cheap. Very unhappy.,negative,
04-10-2025,DE,sofa,BudgetBuild Sofa,I happy with the BudgetBuild Sofa. Great for my sofa needs.,positive,
22-09-2025,ZA,sofa,BudgetBuild Sofa,I great the BudgetBuild Sofa. Great for my sofa needs.,positive,
09-08-2025,US,sofa,BudgetBuild Sofa,I happy with the BudgetBuild Sofa. Great for my sofa needs.,positive,
17-09-2025,ZA,sofa,BudgetBuild Sofa,I perfect the BudgetBuild Sofa. Great for my sofa needs.,positive,
10-10-2025,GB,sofa,BudgetBuild Sofa,This BudgetBuild Sofa is poor quality. Very unhappy.,negative,
03-08-2025,SG,sofa,BudgetBuild Sofa,I comfortable the BudgetBuild Sofa. Great for my sofa needs.,positive,
03-08-2025,FR,sofa,BudgetBuild Sofa,I happy with the BudgetBuild Sofa. Great for my sofa needs.,positive,
08-10-2025,DE,sofa,BudgetBuild Sofa,I great the BudgetBuild Sofa. Great for my sofa needs.,positive,
26-09-2025,SG,sofa,ModernSit Sofa,I high quality the ModernSit Sofa. Great for my sofa needs.,positive,
06-09-2025,SG,sofa,ModernSit Sofa,I well-made the ModernSit Sofa. Great for my sofa needs.,positive,
17-08-2025,FR,sofa,ModernSit Sofa,ModernSit Sofa - price.,neutral,
04-08-2025,GB,sofa,ModernSit Sofa,I well-made the ModernSit Sofa. Great for my sofa needs.,positive,
09-09-2025,AU,sofa,ModernSit Sofa,I great the ModernSit Sofa. Great for my sofa needs.,positive,
31-08-2025,DE,sofa,ModernSit Sofa,I comfortable the ModernSit Sofa. Great for my sofa needs.,positive,
02-09-2025,SG,sofa,ModernSit Sofa,This ModernSit Sofa is disappointing. Very unhappy.,negative,
22-08-2025,SG,sofa,ModernSit Sofa,I well-made the ModernSit Sofa. Great for my sofa needs.,positive,
15-08-2025,AE,sofa,ModernSit Sofa,I comfortable the ModernSit Sofa. Great for my sofa needs.,positive,
13-10-2025,AU,sofa,ModernSit Sofa,I comfortable the ModernSit Sofa. Great for my sofa needs.,positive,
06-10-2025,FR,sofa,Prestige Sofa,I perfect the Prestige Sofa. Great for my sofa needs.,positive,
29-09-2025,IN,sofa,Prestige Sofa,Prestige Sofa - delivery update.,neutral,
06-08-2025,US,sofa,Prestige Sofa,I well-made the Prestige Sofa. Great for my sofa needs.,positive,
24-08-2025,FR,sofa,Prestige Sofa,I best purchase the Prestige Sofa. Great for my sofa needs.,positive,
19-08-2025,SG,sofa,Prestige Sofa,I happy with the Prestige Sofa. Great for my sofa needs.,positive,
11-10-2025,GB,sofa,Prestige Sofa,I high quality the Prestige Sofa. Great for my sofa needs.,positive,
31-07-2025,US,sofa,Prestige Sofa,This Prestige Sofa is worst. Very unhappy.,negative,
14-10-2025,AE,sofa,Prestige Sofa,I perfect the Prestige Sofa. Great for my sofa needs.,positive,
01-09-2025,US,sofa,Prestige Sofa,I great the Prestige Sofa. Great for my sofa needs.,positive,
27-08-2025,SG,sofa,Prestige Sofa,I perfect the Prestige Sofa. Great for my sofa needs.,positive,
27-09-2025,AU,sofa,FamilyNest Sofa,I high quality the FamilyNest Sofa. Great for my sofa needs.,positive,
19-10-2025,SG,sofa,FamilyNest Sofa,I best purchase the FamilyNest Sofa. Great for my sofa needs.,positive,
04-10-2025,IN,sofa,FamilyNest Sofa,I perfect the FamilyNest Sofa. Great for my sofa needs.,positive,
28-10-2025,US,sofa,FamilyNest Sofa,I high quality the FamilyNest Sofa. Great for my sofa needs.,positive,
13-10-2025,FR,sofa,FamilyNest Sofa,I comfortable the FamilyNest Sofa. Great for my sofa needs.,positive,
07-09-2025,US,sofa,FamilyNest Sofa,I comfortable the FamilyNest Sofa. Great for my sofa needs.,positive,
13-10-2025,DE,sofa,FamilyNest Sofa,FamilyNest Sofa - available.,neutral,
23-08-2025,GB,sofa,FamilyNest Sofa,I best purchase the FamilyNest Sofa. Great for my sofa needs.,positive,
20-10-2025,GB,sofa,FamilyNest Sofa,I best purchase the FamilyNest Sofa. Great for my sofa needs.,positive,
02-10-2025,AE,sofa,FamilyNest Sofa,I perfect the FamilyNest Sofa. Great for my sofa needs.,positive,
18-08-2025,CA,sofa,CloudNine Sofa,This CloudNine Sofa is missing parts. Very unhappy.,negative,
10-10-2025,AE,sofa,CloudNine Sofa,I stylish the CloudNine Sofa. Great for my sofa needs.,positive,
17-08-2025,DE,sofa,CloudNine Sofa,I high quality the CloudNine Sofa. Great for my sofa needs.,positive,
17-08-2025,US,sofa,CloudNine Sofa,I love the CloudNine Sofa. Great for my sofa needs.,positive,
16-08-2025,CA,sofa,CloudNine Sofa,I well-made the CloudNine Sofa. Great for my sofa needs.,positive,
20-10-2025,SG,sofa,CloudNine Sofa,I love the CloudNine Sofa. Great for my sofa needs.,positive,
26-08-2025,US,sofa,CloudNine Sofa,I perfect the CloudNine Sofa. Great for my sofa needs.,positive,
15-08-2025,CA,sofa,CloudNine Sofa,I high quality the CloudNine Sofa. Great for my sofa needs.,positive,
18-08-2025,US,sofa,CloudNine Sofa,This CloudNine Sofa is not comfortable. Very unhappy.,negative,
05-10-2025,US,sofa,CloudNine Sofa,This CloudNine Sofa is damaged. Very unhappy.,negative,
28-09-2025,SG,sofa,RoyalLounger Sofa,I stylish the RoyalLounger Sofa. Great for my sofa needs.,positive,
15-08-2025,FR,sofa,RoyalLounger Sofa,I great the RoyalLounger Sofa. Great for my sofa needs.,positive,
24-08-2025,IN,sofa,RoyalLounger Sofa,I love the RoyalLounger Sofa. Great for my sofa needs.,positive,
12-08-2025,US,sofa,RoyalLounger Sofa,RoyalLounger Sofa - inquiry.,neutral,
03-08-2025,IN,sofa,RoyalLounger Sofa,I perfect the RoyalLounger Sofa. Great for my sofa needs.,positive,
03-09-2025,AU,sofa,RoyalLounger Sofa,I high quality the RoyalLounger Sofa. Great for my sofa needs.,positive,
01-09-2025,DE,sofa,RoyalLounger Sofa,RoyalLounger Sofa - color options.,neutral,
26-10-2025,ZA,sofa,RoyalLounger Sofa,RoyalLounger Sofa - received.,neutral,
19-10-2025,AE,sofa,RoyalLounger Sofa,I love the RoyalLounger Sofa. Great for my sofa needs.,positive,
19-09-2025,AU,sofa,RoyalLounger Sofa,I great the RoyalLounger Sofa. Great for my sofa needs.,positive,
14-09-2025,SG,bed,SleepWell Bed,SleepWell Bed - ordered.,neutral,
12-08-2025,AE,bed,SleepWell Bed,I happy with the SleepWell Bed. Great for my bed needs.,positive,
27-10-2025,US,bed,SleepWell Bed,I love the SleepWell Bed. Great for my bed needs.,positive,
13-10-2025,AE,bed,SleepWell Bed,SleepWell Bed - ordered.,neutral,
20-10-2025,GB,bed,SleepWell Bed,I excellent the SleepWell Bed. Great for my bed needs.,positive,
04-08-2025,DE,bed,SleepWell Bed,I excellent the SleepWell Bed. Great for my bed needs.,positive,
19-10-2025,DE,bed,SleepWell Bed,This SleepWell Bed is missing parts. Very unhappy.,negative,
11-10-2025,AE,bed,SleepWell Bed,This SleepWell Bed is disappointing. Very unhappy.,negative,
02-09-2025,US,bed,SleepWell Bed,I happy with the SleepWell Bed. Great for my bed needs.,positive,
08-10-2025,CA,bed,SleepWell Bed,I high quality the SleepWell Bed. Great for my bed needs.,positive,
23-10-2025,GB,bed,DreamSpace Bed,I perfect the DreamSpace Bed. Great for my bed needs.,positive,
31-07-2025,ZA,bed,DreamSpace Bed,DreamSpace Bed - color options.,neutral,
14-08-2025,IN,bed,DreamSpace Bed,I great the DreamSpace Bed. Great for my bed needs.,positive,
16-09-2025,SG,bed,DreamSpace Bed,I high quality the DreamSpace Bed. Great for my bed needs.,positive,
26-08-2025,IN,bed,DreamSpace Bed,I excellent the DreamSpace Bed. Great for my bed needs.,positive,
20-09-2025,ZA,bed,DreamSpace Bed,This DreamSpace Bed is poor quality. Very unhappy.,negative,
16-10-2025,DE,bed,DreamSpace Bed,I well-made the DreamSpace Bed. Great for my bed needs.,positive,
08-09-2025,AU,bed,DreamSpace Bed,I comfortable the DreamSpace Bed. Great for my bed needs.,positive,
12-09-2025,GB,bed,DreamSpace Bed,I best purchase the DreamSpace Bed. Great for my bed needs.,positive,
13-08-2025,AE,bed,DreamSpace Bed,DreamSpace Bed - ordered.,neutral,
13-08-2025,AU,bed,ComfortRest Bed,I stylish the ComfortRest Bed. Great for my bed needs.,positive,
28-10-2025,AE,bed,ComfortRest Bed,I stylish the ComfortRest Bed. Great for my bed needs.,positive,
18-10-2025,GB,bed,ComfortRest Bed,I well-made the ComfortRest Bed. Great for my bed needs.,positive,
04-08-2025,AU,bed,ComfortRest Bed,I well-made the ComfortRest Bed. Great for my bed needs.,positive,
22-08-2025,AU,bed,ComfortRest Bed,This ComfortRest Bed is late delivery. Very unhappy.,negative,
22-08-2025,CA,bed,ComfortRest Bed,I perfect the ComfortRest Bed. Great for my bed needs.,positive,
30-08-2025,FR,bed,ComfortRest Bed,This ComfortRest Bed is worst. Very unhappy.,negative,
22-09-2025,US,bed,ComfortRest Bed,I perfect the ComfortRest Bed. Great for my bed needs.,positive,
08-09-2025,US,bed,ComfortRest Bed,ComfortRest Bed - price.,neutral,
02-09-2025,SG,bed,ComfortRest Bed,I love the ComfortRest Bed. Great for my bed needs.,positive,
04-10-2025,GB,bed,OrthoCare Bed,I best purchase the OrthoCare Bed. Great for my bed needs.,positive,
13-08-2025,GB,bed,OrthoCare Bed,I happy with the OrthoCare Bed. Great for my bed needs.,positive,
14-10-2025,AE,bed,OrthoCare Bed,This OrthoCare Bed is missing parts. Very unhappy.,negative,
05-08-2025,CA,bed,OrthoCare Bed,I well-made the OrthoCare Bed. Great for my bed needs.,positive,
01-10-2025,IN,bed,OrthoCare Bed,I stylish the OrthoCare Bed. Great for my bed needs.,positive,
25-10-2025,GB,bed,OrthoCare Bed,I love the OrthoCare Bed. Great for my bed needs.,positive,
10-08-2025,IN,bed,OrthoCare Bed,I happy with the OrthoCare Bed. Great for my bed needs.,positive,
26-08-2025,GB,bed,OrthoCare Bed,I comfortable the OrthoCare Bed. Great for my bed needs.,positive,
25-08-2025,IN,bed,OrthoCare Bed,OrthoCare Bed - delivery update.,neutral,
15-10-2025,ZA,bed,OrthoCare Bed,This OrthoCare Bed is broken. Very unhappy.,negative,
10-10-2025,AE,bed,Midnight Bed,I high quality the Midnight Bed. Great for my bed needs.,positive,
07-10-2025,US,bed,Midnight Bed,I perfect the Midnight Bed. Great for my bed needs.,positive,
14-08-2025,AE,bed,Midnight Bed,This Midnight Bed is not comfortable. Very unhappy.,negative,
05-09-2025,FR,bed,Midnight Bed,I stylish the Midnight Bed. Great for my bed needs.,positive,
13-09-2025,US,bed,Midnight Bed,I high quality the Midnight Bed. Great for my bed needs.,positive,
09-09-2025,GB,bed,Midnight Bed,This Midnight Bed is cheap. Very unhappy.,negative,
23-10-2025,IN,bed,Midnight Bed,I high quality the Midnight Bed. Great for my bed needs.,positive,
29-10-2025,IN,bed,Midnight Bed,I well-made the Midnight Bed. Great for my bed needs.,positive,
22-09-2025,GB,bed,Midnight Bed,I best purchase the Midnight Bed. Great for my bed needs.,positive,
20-09-2025,ZA,bed,Midnight Bed,I high quality the Midnight Bed. Great for my bed needs.,positive,
01-08-2025,GB,bed,RestEasy Bed,I happy with the RestEasy Bed. Great for my bed needs.,positive,
28-09-2025,AE,bed,RestEasy Bed,This RestEasy Bed is cheap. Very unhappy.,negative,
11-09-2025,SG,bed,RestEasy Bed,I well-made the RestEasy Bed. Great for my bed needs.,positive,
09-10-2025,AU,bed,RestEasy Bed,I happy with the RestEasy Bed. Great for my bed needs.,positive,
11-08-2025,GB,bed,RestEasy Bed,I excellent the RestEasy Bed. Great for my bed needs.,positive,
07-10-2025,US,bed,RestEasy Bed,I perfect the RestEasy Bed. Great for my bed needs.,positive,
16-08-2025,ZA,bed,RestEasy Bed,I perfect the RestEasy Bed. Great for my bed needs.,positive,
02-10-2025,US,bed,RestEasy Bed,This RestEasy Bed is bad. Very unhappy.,negative,
03-08-2025,AE,bed,RestEasy Bed,I well-made the RestEasy Bed. Great for my bed needs.,positive,
26-08-2025,CA,bed,RestEasy Bed,I stylish the RestEasy Bed. Great for my bed needs.,positive,
15-10-2025,FR,bed,CloudSleep Bed,This CloudSleep Bed is worst. Very unhappy.,negative,
21-10-2025,GB,bed,CloudSleep Bed,I love the CloudSleep Bed. Great for my bed needs.,positive,
11-10-2025,AE,bed,CloudSleep Bed,I well-made the CloudSleep Bed. Great for my bed needs.,positive,
20-08-2025,IN,bed,CloudSleep Bed,This CloudSleep Bed is disappointing. Very unhappy.,negative,
12-08-2025,DE,bed,CloudSleep Bed,I happy with the CloudSleep Bed. Great for my bed needs.,positive,
16-10-2025,SG,bed,CloudSleep Bed,I happy with the CloudSleep Bed. Great for my bed needs.,positive,
12-08-2025,AE,bed,CloudSleep Bed,I high quality the CloudSleep Bed. Great for my bed needs.,positive,
22-08-2025,ZA,bed,CloudSleep Bed,This CloudSleep Bed is cheap. Very unhappy.,negative,
22-10-2025,AE,bed,CloudSleep Bed,I love the CloudSleep Bed. Great for my bed needs.,positive,
22-10-2025,ZA,bed,CloudSleep Bed,CloudSleep Bed - delivery update.,neutral,
12-10-2025,GB,bed,NightHaven Bed,I great the NightHaven Bed. Great for my bed needs.,positive,
25-09-2025,GB,bed,NightHaven Bed,NightHaven Bed - ordered.,neutral,
14-10-2025,US,bed,NightHaven Bed,I best purchase the NightHaven Bed. Great for my bed needs.,positive,
21-09-2025,ZA,bed,NightHaven Bed,I stylish the NightHaven Bed. Great for my bed needs.,positive,
28-08-2025,ZA,bed,NightHaven Bed,I happy with the NightHaven Bed. Great for my bed needs.,positive,
01-10-2025,IN,bed,NightHaven Bed,I perfect the NightHaven Bed. Great for my bed needs.,positive,
08-08-2025,AE,bed,NightHaven Bed,I happy with the NightHaven Bed. Great for my bed needs.,positive,
25-08-2025,CA,bed,NightHaven Bed,I great the NightHaven Bed. Great for my bed needs.,positive,
12-09-2025,ZA,bed,NightHaven Bed,NightHaven Bed - price.,neutral,
10-08-2025,AE,bed,NightHaven Bed,This NightHaven Bed is late delivery. Very unhappy.,negative,
27-10-2025,US,bed,LuxeSleep Bed,LuxeSleep Bed - dimensions.,neutral,
27-09-2025,SG,bed,LuxeSleep Bed,I perfect the LuxeSleep Bed. Great for my bed needs.,positive,
16-10-2025,GB,bed,LuxeSleep Bed,I love the LuxeSleep Bed. Great for my bed needs.,positive,
02-10-2025,ZA,bed,LuxeSleep Bed,I best purchase the LuxeSleep Bed. Great for my bed needs.,positive,
14-09-2025,ZA,bed,LuxeSleep Bed,I stylish the LuxeSleep Bed. Great for my bed needs.,positive,
23-10-2025,GB,bed,LuxeSleep Bed,I perfect the LuxeSleep Bed. Great for my bed needs.,positive,
25-08-2025,AE,bed,LuxeSleep Bed,I excellent the LuxeSleep Bed. Great for my bed needs.,positive,
08-08-2025,AU,bed,LuxeSleep Bed,LuxeSleep Bed - dimensions.,neutral,
15-08-2025,IN,bed,LuxeSleep Bed,I happy with the LuxeSleep Bed. Great for my bed needs.,positive,
25-08-2025,US,bed,LuxeSleep Bed,This LuxeSleep Bed is missing parts. Very unhappy.,negative,
13-10-2025,SG,bed,PocketSpring Bed,I comfortable the PocketSpring Bed. Great for my bed needs.,positive,
12-10-2025,US,bed,PocketSpring Bed,I well-made the PocketSpring Bed. Great for my bed needs.,positive,
16-08-2025,CA,bed,PocketSpring Bed,I happy with the PocketSpring Bed. Great for my bed needs.,positive,
26-08-2025,AE,bed,PocketSpring Bed,I high quality the PocketSpring Bed. Great for my bed needs.,positive,
19-09-2025,DE,bed,PocketSpring Bed,I perfect the PocketSpring Bed. Great for my bed needs.,positive,
22-08-2025,ZA,bed,PocketSpring Bed,I best purchase the PocketSpring Bed. Great for my bed needs.,positive,
24-10-2025,ZA,bed,PocketSpring Bed,I well-made the PocketSpring Bed. Great for my bed needs.,positive,
09-10-2025,ZA,bed,PocketSpring Bed,PocketSpring Bed - ordered.,neutral,
01-10-2025,US,bed,PocketSpring Bed,I great the PocketSpring Bed. Great for my bed needs.,positive,
20-08-2025,FR,bed,PocketSpring Bed,I perfect the PocketSpring Bed. Great for my bed needs.,positive,
27-09-2025,IN,chair,ErgoPro Chair,I great the ErgoPro Chair. Great for my chair needs.,positive,
11-10-2025,FR,chair,ErgoPro Chair,This ErgoPro Chair is late delivery. Very unhappy.,negative,
04-09-2025,FR,chair,ErgoPro Chair,I stylish the ErgoPro Chair. Great for my chair needs.,positive,
27-09-2025,IN,chair,ErgoPro Chair,I stylish the ErgoPro Chair. Great for my chair needs.,positive,
06-09-2025,SG,chair,ErgoPro Chair,I perfect the ErgoPro Chair. Great for my chair needs.,positive,
16-10-2025,SG,chair,ErgoPro Chair,ErgoPro Chair - ordered.,neutral,
24-08-2025,ZA,chair,ErgoPro Chair,ErgoPro Chair - dimensions.,neutral,
02-08-2025,AE,chair,ErgoPro Chair,I great the ErgoPro Chair. Great for my chair needs.,positive,
06-08-2025,AE,chair,ErgoPro Chair,I perfect the ErgoPro Chair. Great for my chair needs.,positive,
22-08-2025,CA,chair,ErgoPro Chair,I stylish the ErgoPro Chair. Great for my chair needs.,positive,
04-09-2025,US,chair,GreenSoul Chair,I perfect the GreenSoul Chair. Great for my chair needs.,positive,
08-08-2025,GB,chair,GreenSoul Chair,This GreenSoul Chair is missing parts. Very unhappy.,negative,
14-09-2025,DE,chair,GreenSoul Chair,I love the GreenSoul Chair. Great for my chair needs.,positive,
12-09-2025,DE,chair,GreenSoul Chair,I happy with the GreenSoul Chair. Great for my chair needs.,positive,
09-10-2025,GB,chair,GreenSoul Chair,GreenSoul Chair - ordered.,neutral,
22-08-2025,IN,chair,GreenSoul Chair,GreenSoul Chair - product info.,neutral,
11-10-2025,US,chair,GreenSoul Chair,GreenSoul Chair - color options.,neutral,
03-10-2025,AE,chair,GreenSoul Chair,I great the GreenSoul Chair. Great for my chair needs.,positive,
15-09-2025,IN,chair,GreenSoul Chair,GreenSoul Chair - product info.,neutral,
02-10-2025,GB,chair,GreenSoul Chair,This GreenSoul Chair is worst. Very unhappy.,negative,
19-10-2025,GB,chair,RelaxMate Chair,This RelaxMate Chair is not comfortable. Very unhappy.,negative,
18-09-2025,DE,chair,RelaxMate Chair,RelaxMate Chair - received.,neutral,
28-08-2025,FR,chair,RelaxMate Chair,RelaxMate Chair - dimensions.,neutral,
26-09-2025,CA,chair,RelaxMate Chair,I well-made the RelaxMate Chair. Great for my chair needs.,positive,
23-09-2025,DE,chair,RelaxMate Chair,RelaxMate Chair - delivery update.,neutral,
01-09-2025,AE,chair,RelaxMate Chair,I great the RelaxMate Chair. Great for my chair needs.,positive,
20-09-2025,IN,chair,RelaxMate Chair,I excellent the RelaxMate Chair. Great for my chair needs.,positive,
17-08-2025,AE,chair,RelaxMate Chair,RelaxMate Chair - inquiry.,neutral,
05-08-2025,AU,chair,RelaxMate Chair,I well-made the RelaxMate Chair. Great for my chair needs.,positive,
29-09-2025,FR,chair,RelaxMate Chair,RelaxMate Chair - available.,neutral,
20-10-2025,CA,chair,StudyBuddy Chair,I well-made the StudyBuddy Chair. Great for my chair needs.,positive,
01-09-2025,FR,chair,StudyBuddy Chair,I stylish the StudyBuddy Chair. Great for my chair needs.,positive,
06-09-2025,ZA,chair,StudyBuddy Chair,StudyBuddy Chair - received.,neutral,
03-09-2025,CA,chair,StudyBuddy Chair,This StudyBuddy Chair is worst. Very unhappy.,negative,
13-08-2025,AE,chair,StudyBuddy Chair,I comfortable the StudyBuddy Chair. Great for my chair needs.,positive,
05-10-2025,SG,chair,StudyBuddy Chair,I comfortable the StudyBuddy Chair. Great for my chair needs.,positive,
13-08-2025,GB,chair,StudyBuddy Chair,I best purchase the StudyBuddy Chair. Great for my chair needs.,positive,
22-10-2025,US,chair,StudyBuddy Chair,I high quality the StudyBuddy Chair. Great for my chair needs.,positive,
25-10-2025,IN,chair,StudyBuddy Chair,I perfect the StudyBuddy Chair. Great for my chair needs.,positive,
05-10-2025,SG,chair,StudyBuddy Chair,StudyBuddy Chair - product info.,neutral,
13-09-2025,AE,chair,DiningEase Chair,DiningEase Chair - specs.,neutral,
16-08-2025,CA,chair,DiningEase Chair,I well-made the DiningEase Chair. Great for my chair needs.,positive,
21-09-2025,ZA,chair,DiningEase Chair,I well-made the DiningEase Chair. Great for my chair needs.,positive,
29-10-2025,FR,chair,DiningEase Chair,This DiningEase Chair is worst. Very unhappy.,negative,
23-09-2025,FR,chair,DiningEase Chair,I perfect the DiningEase Chair. Great for my chair needs.,positive,
06-09-2025,DE,chair,DiningEase Chair,DiningEase Chair - inquiry.,neutral,
04-08-2025,AU,chair,DiningEase Chair,I high quality the DiningEase Chair. Great for my chair needs.,positive,
22-10-2025,SG,chair,DiningEase Chair,I love the DiningEase Chair. Great for my chair needs.,positive,
28-08-2025,FR,chair,DiningEase Chair,I well-made the DiningEase Chair. Great for my chair needs.,positive,
14-10-2025,FR,chair,DiningEase Chair,I excellent the DiningEase Chair. Great for my chair needs.,positive,
20-10-2025,GB,chair,OfficeKing Chair,OfficeKing Chair - delivery update.,neutral,
19-08-2025,DE,chair,OfficeKing Chair,OfficeKing Chair - dimensions.,neutral,
15-10-2025,AE,chair,OfficeKing Chair,I high quality the OfficeKing Chair. Great for my chair needs.,positive,
03-10-2025,AE,chair,OfficeKing Chair,I great the OfficeKing Chair. Great for my chair needs.,positive,
19-09-2025,US,chair,OfficeKing Chair,I well-made the OfficeKing Chair. Great for my chair needs.,positive,
24-10-2025,IN,chair,OfficeKing Chair,OfficeKing Chair - received.,neutral,
19-10-2025,IN,chair,OfficeKing Chair,This OfficeKing Chair is broken. Very unhappy.,negative,
03-09-2025,AU,chair,OfficeKing Chair,I comfortable the OfficeKing Chair. Great for my chair needs.,positive,
01-08-2025,CA,chair,OfficeKing Chair,OfficeKing Chair - ordered.,neutral,
03-09-2025,ZA,chair,OfficeKing Chair,I best purchase the OfficeKing Chair. Great for my chair needs.,positive,
09-09-2025,IN,chair,PosturePlus Chair,I love the PosturePlus Chair. Great for my chair needs.,positive,
19-08-2025,DE,chair,PosturePlus Chair,I stylish the PosturePlus Chair. Great for my chair needs.,positive,
29-09-2025,DE,chair,PosturePlus Chair,I perfect the PosturePlus Chair. Great for my chair needs.,positive,
01-10-2025,US,chair,PosturePlus Chair,I stylish the PosturePlus Chair. Great for my chair needs.,positive,
12-08-2025,AE,chair,PosturePlus Chair,I well-made the PosturePlus Chair. Great for my chair needs.,positive,
12-09-2025,SG,chair,PosturePlus Chair,This PosturePlus Chair is cheap. Very unhappy.,negative,
16-08-2025,AU,chair,PosturePlus Chair,This PosturePlus Chair is worst. Very unhappy.,negative,
09-10-2025,US,chair,PosturePlus Chair,I great the PosturePlus Chair. Great for my chair needs.,positive,
31-08-2025,FR,chair,PosturePlus Chair,I happy with the PosturePlus Chair. Great for my chair needs.,positive,
28-08-2025,IN,chair,PosturePlus Chair,This PosturePlus Chair is broken. Very unhappy.,negative,
20-10-2025,SG,chair,QuickSit Chair,I stylish the QuickSit Chair. Great for my chair needs.,positive,
22-08-2025,DE,chair,QuickSit Chair,I great the QuickSit Chair. Great for my chair needs.,positive,
19-10-2025,ZA,chair,QuickSit Chair,I happy with the QuickSit Chair. Great for my chair needs.,positive,
